Timestamp,Gender,State,Parent Education Level,Household Income Level,Study Duration,Study Frequency,Learning Style,Study Resources,Past Exam Practice,Study Space,Attendance,Study Impact by extracurricular activity,Teacher Support,Progress Monitoring,Performance,Score Level
2024-06-12 05:38:32,Male,Katsina,Secondary school,High income,Less than 1 hour,2-3 times a week,Hands-on practice,Tutor,Often,No,Never,Hinders a lot,Sometimes,Rarely,I performed as expected,< 120
2024-04-20 00:39:51,Female,Abia,Secondary school,Low income,2-4 hours,Never,Group discussions,Videos,Sometimes,Yes,Never,Helps a lot,Rarely,Rarely,I performed better than expected,> 270
2024-08-01 18:03:30,Female,Ebonyi,Secondary school,Low income,Less than 1 hour,Never,Listening to lectures,Videos,Always,Yes,Never,Helps somewhat,Usually,Sometimes,I performed better than expected,120 - 200
2024-01-16 19:28:12,Male,Zamfara,Secondary school,Middle income,More than 4 hours,2-3 times a week,Listening to lectures,Tutor,Never,No,Always,Helps a lot,Sometimes,Sometimes,I performed as expected,< 120
2024-05-30 05:04:00,Male,Ekiti,"Postgraduate(Masters,PhD)",Low income,More than 4 hours,2-3 times a week,Watching videos,Videos,Sometimes,No,Rarely,Helps somewhat,Never,Rarely,I performed as expected,< 120
2024-06-02 08:11:43,Female,Zamfara,University,High income,More than 4 hours,Never,Watching videos,Textbooks,Always,Yes,Rarely,Hinders a lot,Rarely,Sometimes,I performed worse than expected,200 - 270
2024-05-06 03:44:48,Male,Ondo,"Postgraduate(Masters,PhD)",Middle income,2-4 hours,Once a week,Listening to lectures,Online materials,Rarely,Yes,Sometimes,Hinders somewhat,Always,Sometimes,I performed worse than expected,120 - 200
2024-07-26 03:51:26,Male,Enugu,Secondary school,Low income,More than 4 hours,4-6 times a week,Reading notes,Videos,Often,No,Rarely,Hinders somewhat,Always,Always,I performed as expected,< 120
2024-01-27 05:08:34,Male,Kano,University,Low income,2-4 hours,Once a week,Watching videos,Textbooks,Rarely,Yes,Almost always,Helps a lot,Always,Often,I performed better than expected,< 120
2024-06-01 04:50:24,Male,Ondo,No formal education,Middle income,2-4 hours,Only before exams,Hands-on practice,Online materials,Often,No,Sometimes,Hinders a lot,Sometimes,Never,I performed as expected,120 - 200
2024-04-29 11:56:15,Female,Sokoto,University,High income,More than 4 hours,2-3 times a week,Watching videos,Past questions,Often,No,Never,No impact,Usually,Often,I performed as expected,200 - 270
2024-04-12 01:17:31,Female,Anambra,Primary school,Low income,2-4 hours,Every day,Group discussions,Past questions,Often,Yes,Almost always,Hinders a lot,Rarely,Always,I performed better than expected,200 - 270
2024-01-22 15:12:56,Male,Plateau,Secondary school,Low income,More than 4 hours,2-3 times a week,Reading notes,Videos,Rarely,Yes,Rarely,Hinders a lot,Sometimes,Rarely,I performed as expected,< 120
2024-02-04 15:23:11,Male,Plateau,Secondary school,Middle income,More than 4 hours,Only before exams,Watching videos,Online materials,Rarely,Yes,Rarely,Helps a lot,Never,Rarely,I performed as expected,200 - 270
2024-05-27 02:18:02,Male,Katsina,Primary school,Middle income,Less than 1 hour,2-3 times a week,Reading notes,Videos,Sometimes,Yes,Almost always,Hinders somewhat,Sometimes,Rarely,I performed as expected,120 - 200
2024-06-02 02:06:43,Male,Edo,"Postgraduate(Masters,PhD)",High income,2-4 hours,2-3 times a week,Listening to lectures,Tutor,Never,Yes,Never,Helps a lot,Never,Rarely,I performed as expected,200 - 270
2024-01-25 12:18:13,Male,Ondo,Secondary school,Middle income,1-2 hours,Once a week,Reading notes,Past questions,Sometimes,Yes,Rarely,Hinders a lot,Always,Always,I performed worse than expected,< 120
2024-03-08 20:43:37,Male,Katsina,No formal education,High income,2-4 hours,Never,Hands-on practice,Videos,Often,No,Almost always,Hinders a lot,Never,Rarely,I performed as expected,> 270
2024-07-17 07:00:50,Female,Enugu,University,High income,2-4 hours,Only before exams,Watching videos,Tutor,Never,Yes,Almost always,No impact,Usually,Often,I performed worse than expected,200 - 270
2024-01-10 06:15:13,Male,Imo,Secondary school,High income,Less than 1 hour,Every day,Reading notes,Online materials,Rarely,No,Almost always,No impact,Usually,Never,I performed worse than expected,> 270
2024-08-20 02:09:20,Female,Ogun,Primary school,Low income,Less than 1 hour,Only before exams,Group discussions,Online materials,Always,Yes,Sometimes,No impact,Sometimes,Often,I performed as expected,< 120
2024-08-30 16:44:18,Female,Sokoto,No formal education,Middle income,More than 4 hours,Once a week,Watching videos,Past questions,Never,Yes,Rarely,Helps a lot,Sometimes,Often,I performed as expected,120 - 200
2024-03-01 02:16:28,Male,Ogun,No formal education,Low income,2-4 hours,Never,Group discussions,Videos,Always,No,Almost always,No impact,Always,Rarely,I performed worse than expected,120 - 200
2024-04-19 05:12:10,Male,Akwa Ibom,Primary school,High income,Less than 1 hour,2-3 times a week,Group discussions,Past questions,Never,No,Sometimes,Helps somewhat,Sometimes,Sometimes,I performed worse than expected,< 120
2024-10-05 10:49:23,Male,Akwa Ibom,"Postgraduate(Masters,PhD)",Middle income,Less than 1 hour,Once a week,Reading notes,Tutor,Always,Yes,Almost always,Hinders somewhat,Rarely,Always,I performed better than expected,> 270
2024-03-03 14:01:57,Female,Jigawa,University,Low income,1-2 hours,Never,Group discussions,Past questions,Never,Yes,Never,Helps a lot,Always,Never,I performed worse than expected,< 120
2024-06-17 23:51:18,Male,Abia,"Postgraduate(Masters,PhD)",Middle income,Less than 1 hour,Only before exams,Watching videos,Tutor,Rarely,No,Sometimes,Helps somewhat,Never,Often,I performed better than expected,> 270
2024-02-05 20:08:58,Male,Kogi,Primary school,Middle income,2-4 hours,Only before exams,Listening to lectures,Videos,Often,Yes,Always,Hinders somewhat,Usually,Often,I performed better than expected,120 - 200
2024-01-07 17:58:11,Male,Anambra,Primary school,High income,Less than 1 hour,Once a week,Listening to lectures,Past questions,Never,No,Always,Hinders somewhat,Always,Sometimes,I performed better than expected,200 - 270
2024-03-24 00:55:18,Male,Akwa Ibom,University,High income,1-2 hours,Never,Hands-on practice,Past questions,Never,No,Almost always,Helps a lot,Always,Sometimes,I performed better than expected,120 - 200
2024-09-13 09:28:49,Female,Kogi,Primary school,High income,More than 4 hours,Once a week,Hands-on practice,Past questions,Never,Yes,Almost always,Helps a lot,Sometimes,Never,I performed as expected,120 - 200
2024-05-18 20:46:52,Female,Delta,Secondary school,High income,2-4 hours,Every day,Listening to lectures,Past questions,Often,No,Sometimes,Helps somewhat,Always,Rarely,I performed as expected,120 - 200
2024-06-14 06:51:53,Male,Bayelsa,No formal education,Middle income,1-2 hours,4-6 times a week,Watching videos,Videos,Often,Yes,Sometimes,Helps somewhat,Usually,Always,I performed worse than expected,120 - 200
2024-02-21 22:41:17,Male,Ogun,Primary school,Middle income,Less than 1 hour,2-3 times a week,Listening to lectures,Online materials,Often,Yes,Almost always,Helps somewhat,Never,Never,I performed worse than expected,120 - 200
2024-08-26 13:58:45,Male,Ekiti,Primary school,Low income,2-4 hours,Only before exams,Watching videos,Tutor,Often,No,Sometimes,Helps a lot,Sometimes,Often,I performed worse than expected,> 270
2024-08-11 05:09:12,Female,Ebonyi,"Postgraduate(Masters,PhD)",High income,1-2 hours,4-6 times a week,Watching videos,Tutor,Never,Yes,Rarely,No impact,Usually,Rarely,I performed better than expected,120 - 200
2024-07-20 18:00:48,Male,Anambra,Secondary school,High income,Less than 1 hour,Only before exams,Reading notes,Textbooks,Always,No,Almost always,Helps somewhat,Usually,Never,I performed worse than expected,> 270
2024-04-06 12:34:36,Female,Kaduna,Primary school,High income,More than 4 hours,2-3 times a week,Listening to lectures,Past questions,Sometimes,No,Always,No impact,Sometimes,Never,I performed better than expected,< 120
2024-01-01 18:13:14,Female,Yobe,Primary school,High income,More than 4 hours,4-6 times a week,Group discussions,Textbooks,Always,Yes,Never,Helps somewhat,Never,Sometimes,I performed worse than expected,120 - 200
2024-01-06 18:32:42,Female,Anambra,Secondary school,Low income,More than 4 hours,Every day,Hands-on practice,Tutor,Never,Yes,Almost always,Helps somewhat,Sometimes,Sometimes,I performed better than expected,120 - 200
2024-05-02 16:39:31,Female,Edo,Primary school,Middle income,More than 4 hours,Once a week,Watching videos,Videos,Always,Yes,Never,Helps somewhat,Rarely,Rarely,I performed worse than expected,> 270
2024-08-16 20:46:56,Male,FCT,Secondary school,High income,More than 4 hours,4-6 times a week,Reading notes,Online materials,Rarely,No,Almost always,Helps a lot,Sometimes,Never,I performed as expected,< 120
2024-08-27 23:13:51,Female,Plateau,"Postgraduate(Masters,PhD)",Low income,Less than 1 hour,Every day,Listening to lectures,Videos,Rarely,Yes,Almost always,Helps a lot,Usually,Rarely,I performed better than expected,> 270
2024-06-28 15:58:57,Female,Adamawa,"Postgraduate(Masters,PhD)",Low income,2-4 hours,4-6 times a week,Group discussions,Online materials,Often,No,Almost always,Helps a lot,Sometimes,Sometimes,I performed better than expected,> 270
2024-01-02 10:50:21,Male,Kano,Secondary school,Low income,2-4 hours,Only before exams,Hands-on practice,Videos,Sometimes,Yes,Almost always,Helps a lot,Never,Always,I performed better than expected,< 120
2024-03-27 07:32:22,Female,Benue,Primary school,Middle income,Less than 1 hour,Only before exams,Listening to lectures,Past questions,Sometimes,Yes,Always,No impact,Sometimes,Always,I performed as expected,200 - 270
2024-02-11 06:01:26,Male,Cross River,"Postgraduate(Masters,PhD)",Low income,Less than 1 hour,4-6 times a week,Hands-on practice,Tutor,Rarely,No,Rarely,Hinders somewhat,Rarely,Rarely,I performed as expected,< 120
2024-04-18 14:18:50,Male,Kogi,Secondary school,Low income,More than 4 hours,4-6 times a week,Group discussions,Online materials,Always,Yes,Sometimes,No impact,Sometimes,Rarely,I performed worse than expected,120 - 200
2024-10-06 03:23:13,Female,Kaduna,No formal education,High income,2-4 hours,Only before exams,Group discussions,Tutor,Sometimes,No,Rarely,Hinders a lot,Sometimes,Often,I performed as expected,> 270
2024-08-05 19:55:15,Male,Delta,Primary school,Low income,2-4 hours,Once a week,Group discussions,Past questions,Always,Yes,Rarely,Hinders somewhat,Rarely,Never,I performed worse than expected,120 - 200
2024-06-07 16:53:22,Female,Kebbi,No formal education,Middle income,1-2 hours,Every day,Hands-on practice,Textbooks,Sometimes,Yes,Always,Helps a lot,Rarely,Always,I performed worse than expected,200 - 270
2024-08-14 11:16:43,Male,Imo,No formal education,Middle income,Less than 1 hour,Only before exams,Listening to lectures,Past questions,Rarely,No,Sometimes,Helps a lot,Rarely,Always,I performed as expected,< 120
2024-05-02 14:47:19,Female,Adamawa,Secondary school,Middle income,Less than 1 hour,Once a week,Group discussions,Past questions,Sometimes,No,Always,Hinders somewhat,Always,Always,I performed as expected,> 270
2024-05-02 16:01:50,Female,Jigawa,University,Low income,2-4 hours,4-6 times a week,Watching videos,Online materials,Always,No,Rarely,Hinders somewhat,Rarely,Always,I performed better than expected,< 120
2024-05-24 14:01:24,Female,Niger,Secondary school,Middle income,1-2 hours,Never,Group discussions,Textbooks,Sometimes,Yes,Sometimes,Helps a lot,Usually,Sometimes,I performed as expected,200 - 270
2024-03-07 07:19:48,Male,Nasarawa,University,High income,1-2 hours,Only before exams,Hands-on practice,Online materials,Never,No,Always,Hinders somewhat,Rarely,Always,I performed better than expected,120 - 200
2024-01-19 18:54:13,Female,Delta,Secondary school,High income,2-4 hours,Only before exams,Reading notes,Videos,Often,No,Sometimes,Helps a lot,Rarely,Always,I performed worse than expected,200 - 270
2024-02-12 19:09:59,Male,Niger,University,Middle income,Less than 1 hour,Never,Reading notes,Textbooks,Rarely,Yes,Almost always,Helps somewhat,Usually,Sometimes,I performed worse than expected,200 - 270
2024-07-10 07:00:37,Female,Adamawa,"Postgraduate(Masters,PhD)",High income,Less than 1 hour,Once a week,Listening to lectures,Past questions,Always,Yes,Almost always,Helps a lot,Usually,Always,I performed better than expected,200 - 270
2024-06-03 17:31:09,Male,Niger,No formal education,Middle income,1-2 hours,Every day,Watching videos,Online materials,Never,Yes,Sometimes,No impact,Sometimes,Often,I performed as expected,120 - 200
2024-01-07 02:36:58,Female,Ebonyi,Primary school,Middle income,1-2 hours,Every day,Group discussions,Online materials,Often,No,Always,Hinders a lot,Usually,Always,I performed as expected,200 - 270
2024-06-03 09:39:16,Female,Yobe,"Postgraduate(Masters,PhD)",High income,More than 4 hours,Never,Watching videos,Online materials,Rarely,Yes,Rarely,Hinders a lot,Always,Never,I performed worse than expected,< 120
2024-01-19 12:30:07,Female,Jigawa,Secondary school,Middle income,1-2 hours,2-3 times a week,Listening to lectures,Videos,Sometimes,Yes,Rarely,Hinders somewhat,Usually,Always,I performed worse than expected,< 120
2024-02-13 04:06:04,Male,Abia,No formal education,Low income,1-2 hours,2-3 times a week,Listening to lectures,Videos,Often,Yes,Almost always,Helps a lot,Rarely,Often,I performed as expected,> 270
2024-05-13 21:09:05,Male,Kogi,No formal education,Middle income,1-2 hours,Every day,Reading notes,Online materials,Always,No,Sometimes,Helps somewhat,Always,Never,I performed worse than expected,200 - 270
2024-04-13 23:15:54,Male,Plateau,No formal education,Low income,2-4 hours,Only before exams,Listening to lectures,Videos,Never,Yes,Always,Helps a lot,Rarely,Sometimes,I performed worse than expected,< 120
2024-01-13 20:46:22,Female,Enugu,No formal education,Middle income,More than 4 hours,Every day,Reading notes,Online materials,Always,No,Rarely,Helps somewhat,Usually,Never,I performed as expected,120 - 200
2024-03-28 11:08:55,Female,Benue,Primary school,Low income,Less than 1 hour,Never,Listening to lectures,Videos,Often,No,Almost always,Helps somewhat,Usually,Rarely,I performed better than expected,< 120
2024-07-22 18:51:18,Male,Kogi,"Postgraduate(Masters,PhD)",High income,1-2 hours,Never,Hands-on practice,Videos,Always,Yes,Rarely,Helps a lot,Sometimes,Often,I performed worse than expected,200 - 270
2024-04-23 04:19:27,Female,Jigawa,Primary school,Low income,More than 4 hours,Every day,Listening to lectures,Textbooks,Never,Yes,Always,Hinders a lot,Never,Never,I performed as expected,120 - 200
2024-01-25 05:35:37,Male,Gombe,Primary school,Low income,2-4 hours,Only before exams,Listening to lectures,Past questions,Sometimes,No,Rarely,Hinders somewhat,Rarely,Often,I performed better than expected,< 120
2024-03-18 05:27:28,Female,Jigawa,Secondary school,Low income,2-4 hours,2-3 times a week,Watching videos,Online materials,Always,No,Sometimes,No impact,Usually,Often,I performed worse than expected,> 270
2024-05-13 16:19:04,Female,Taraba,No formal education,Low income,More than 4 hours,Every day,Reading notes,Videos,Never,Yes,Always,Hinders a lot,Never,Sometimes,I performed worse than expected,< 120
2024-03-13 15:19:32,Male,Anambra,Primary school,High income,Less than 1 hour,Once a week,Hands-on practice,Online materials,Never,Yes,Sometimes,Hinders a lot,Sometimes,Always,I performed worse than expected,200 - 270
2024-01-18 18:07:07,Female,Rivers,No formal education,Low income,Less than 1 hour,4-6 times a week,Group discussions,Textbooks,Never,No,Almost always,No impact,Sometimes,Sometimes,I performed worse than expected,< 120
2024-01-28 11:20:38,Female,Anambra,Secondary school,Low income,2-4 hours,Only before exams,Group discussions,Past questions,Sometimes,Yes,Always,Hinders a lot,Usually,Sometimes,I performed better than expected,< 120
2024-07-15 17:37:35,Male,Bauchi,No formal education,High income,2-4 hours,Never,Group discussions,Past questions,Rarely,No,Almost always,Helps a lot,Usually,Rarely,I performed worse than expected,< 120
2024-07-02 19:00:43,Male,Abia,University,High income,More than 4 hours,Every day,Reading notes,Online materials,Often,No,Never,Helps somewhat,Rarely,Sometimes,I performed better than expected,> 270
